id,ticket_id,related_type,text,type,user_id
3114,5130,TICKET,Непонятно,OBSCURE,712
3115,5123,TICKET,Затрудняюсь,HARD,712
3116,5132,TICKET,Ответил,SOLVED,712
3117,5136,TICKET,Отложено,WAITING,712
3118,5141,TICKET,Отложено,WAITING,712
3119,5137,TICKET,Затрудняюсь,HARD,712
3120,5134,TICKET,Затрудняюсь,HARD,712
3121,5133,TICKET,Ответил,SOLVED,712
3122,5143,TICKET,Отложено,WAITING,712
3123,5144,TICKET,Отложено,WAITING,712
3124,5146,TICKET,Затрудняюсь,HARD,712
3125,5147,TICKET,Непонятно,OBSCURE,712
3126,5145,TICKET,Затрудняюсь,HARD,712
3127,5121,TICKET,Непонятно,OBSCURE,712
3128,5119,TICKET,Ответил примерно,SOLVED,712
3129,5148,TICKET,Непонятно,OBSCURE,712
3130,5118,TICKET,Затрудняюсь,HARD,712
3131,5117,TICKET,Затрудняюсь gdm,HARD,712
3132,5116,TICKET,Отложено,WAITING,712
3133,5151,TICKET,Затрудняюсь,HARD,712
3134,5150,TICKET,Ответил,SOLVED,712
3135,5115,TICKET,Ответил,SOLVED,712
3136,5114,TICKET,Непонятно,OBSCURE,712
3137,5111,TICKET,Ответил,SOLVED,712
3138,5109,TICKET,Ответил,SOLVED,712
3139,5108,TICKET,Затрудняюсь,HARD,712
3140,5107,TICKET,Затрудняюсь,HARD,712
3141,5106,TICKET,Непонятно,OBSCURE,712
3142,5152,TICKET,Отложено,WAITING,712
3143,5153,TICKET,Затрудняюсь,HARD,712
3144,5169,TICKET,Отложено было,WAITING,712
3145,5168,TICKET,Затрудняюсь coub anime nice,HARD,712
3146,5166,TICKET,Затрудняюсь,HARD,712
3147,5165,TICKET,Ответил,SOLVED,712
3148,5164,TICKET,Ответил,SOLVED,712
3149,5173,TICKET,Непонятно,OBSCURE,712
3150,5172,TICKET,Затрудняюсь,HARD,712
3151,5171,TICKET,Затрудняюсь,HARD,712
3152,5163,TICKET,Отложено,WAITING,712
3153,5162,TICKET,Затрудняюсь,HARD,712
3154,5161,TICKET,Затрудняюсь,HARD,712
3155,5160,TICKET,Затрудняюсь,HARD,712
3156,5174,TICKET,Ответил,SOLVED,712
3157,5175,TICKET,Ответил,SOLVED,712
3158,5176,TICKET,Затрудняюсь,HARD,712
3159,5159,TICKET,Затрудняюсь,HARD,712
3160,5158,TICKET,Непонятно,OBSCURE,712
3161,5157,TICKET,Непонятно,OBSCURE,712
3162,5156,TICKET,Затрудняюсь,HARD,712
3163,5177,TICKET,Ответил примерно,SOLVED,712
3164,5179,TICKET,Ответил,SOLVED,712
3165,5181,TICKET,Затрудняюсь,HARD,712
3166,5183,TICKET,Ответил,SOLVED,712
3167,5184,TICKET,Затрудняюсь,HARD,712
3168,5185,TICKET,Затрудняюсь,HARD,712
3169,5187,TICKET,Ответил,SOLVED,712
3170,5188,TICKET,Ответил,SOLVED,712
3171,5189,TICKET,Отложено,WAITING,712
3172,5190,TICKET,Затрудняюсь,HARD,712
3173,5200,TICKET,Затрудняюсь,HARD,712
3174,5178,TICKET,Отложено,WAITING,712
3175,5201,TICKET,Ответил,SOLVED,712
3176,5202,TICKET,Ответил,SOLVED,712
3177,5203,TICKET,Отложено,WAITING,712
3178,5204,TICKET,Затрудняюсь,HARD,712
3179,5205,TICKET,Затрудняюсь,HARD,712
3180,5227,TICKET,Отложено,WAITING,712
3181,5226,TICKET,Затрудняюсь,HARD,712
3182,5225,TICKET,Ответил,SOLVED,712
3183,5224,TICKET,Ответил,SOLVED,712
3184,5223,TICKET,Затрудняюсь,HARD,712
3185,5222,TICKET,Ответил,SOLVED,712
3186,5220,TICKET,Ответил,SOLVED,712
3187,5219,TICKET,Ответил,SOLVED,712
3188,5216,TICKET,Отложено,WAITING,712
3189,5215,TICKET,Отложено,WAITING,712
3190,5233,TICKET,Ответил,SOLVED,712
3191,5232,TICKET,Затрудняюсь,HARD,712
3192,5231,TICKET,Ответил,SOLVED,712
3193,5230,TICKET,Непонятно,OBSCURE,712
3194,5229,TICKET,Отложено,WAITING,712
3195,5237,TICKET,Ответил,SOLVED,712
3196,5236,TICKET,Ответил,SOLVED,712
3197,5235,TICKET,Ответил,SOLVED,712
3198,5238,TICKET,Отложено,WAITING,712
3199,5234,TICKET,Затрудняюсь,HARD,712
3200,5243,TICKET,Затрудняюсь,HARD,712
3201,5244,TICKET,Ответил,SOLVED,712
3202,5242,TICKET,Затрудняюсь,HARD,712
3203,5241,TICKET,Ответил,SOLVED,712
3204,5245,TICKET,Непонятно,OBSCURE,712
3205,5240,TICKET,Ответил,SOLVED,712
3206,5214,TICKET,Затрудняюсь,HARD,712
3207,5213,TICKET,Затрудняюсь,HARD,712
3208,5211,TICKET,Затрудняюсь,HARD,712
3209,5210,TICKET,Затрудняюсь,HARD,712
3210,5209,TICKET,Затрудняюсь,HARD,712
3211,5206,TICKET,Ответил,SOLVED,712
3212,5246,TICKET,Затрудняюсь,HARD,712
3213,5253,TICKET,Затрудняюсь было,HARD,712
3214,5252,TICKET,Отложено,WAITING,712
3215,5251,TICKET,Ответил,SOLVED,712
3216,5250,TICKET,Затрудняюсь,HARD,712
3217,5254,TICKET,Ответил,SOLVED,43
3218,5252,TICKET,Ответил,SOLVED,43
3219,5247,TICKET,Затрудняюсь,HARD,712
3220,5247,TICKET,Ответил,SOLVED,43
3221,5246,TICKET,Ответил,SOLVED,43
3222,5255,TICKET,Ответил,SOLVED,712
3223,5248,TICKET,Затрудняюсь,HARD,712
3224,5242,TICKET,Ответил,SOLVED,43
3225,5229,TICKET,Ответил,SOLVED,43
3226,5214,TICKET,Ответил,SOLVED,43
3227,5257,TICKET,Отложено,WAITING,43
3228,5258,TICKET,Ответил,SOLVED,43
3229,5260,TICKET,Ответил,SOLVED,43
3230,5266,TICKET,Ответил,SOLVED,43
3231,5269,TICKET,Ответил,SOLVED,43
3232,5273,TICKET,Ответил,SOLVED,43
3233,5278,TICKET,Ответил,SOLVED,43
3234,5288,TICKET,Ответил,SOLVED,43
3235,5408,TICKET,Затрудняюсь,HARD,712
3236,5409,TICKET,Затрудняюсь,HARD,712
3237,5407,TICKET,Ответил,SOLVED,712
3238,5406,TICKET,Ответил,SOLVED,712
3239,5405,TICKET,Отложено,WAITING,712
3240,5410,TICKET,Отложено,WAITING,712
3241,5404,TICKET,Непонятно,OBSCURE,712
3242,5403,TICKET,Ответил,SOLVED,712
3243,5402,TICKET,Непонятно,OBSCURE,712
3244,5401,TICKET,Отложено,WAITING,712
3245,5399,TICKET,Непонятно,OBSCURE,712
3246,5397,TICKET,Ответил,SOLVED,712
3247,5413,TICKET,Отложено,WAITING,712
3248,5412,TICKET,Затрудняюсь,HARD,712
3249,5414,TICKET,Затрудняюсь,HARD,712
3250,5411,TICKET,Затрудняюсь,HARD,712
3251,5396,TICKET,Отложено,WAITING,712
3252,5395,TICKET,Затрудняюсь,HARD,712
3253,5393,TICKET,Затрудняюсь,HARD,712
3254,5392,TICKET,Ответил,SOLVED,712
3255,5421,TICKET,Отложено,WAITING,712
3256,5422,TICKET,Затрудняюсь,HARD,712
3257,5423,TICKET,Ответил,SOLVED,712
3258,5424,TICKET,Отложено повтор,WAITING,712
3259,5391,TICKET,Ответил,SOLVED,712
3260,5425,TICKET,Непонятно,OBSCURE,712
3261,5420,TICKET,Отложено,WAITING,712
3262,5417,TICKET,Затрудняюсь,HARD,712
3263,5388,TICKET,Ответил,SOLVED,712
3264,5292,TICKET,Отложено,WAITING,712
3265,5291,TICKET,Затрудняюсь,HARD,712
3266,5290,TICKET,Отложено,WAITING,712
3267,5287,TICKET,Отложено,WAITING,712
3268,5286,TICKET,Отложено,WAITING,712
3269,5285,TICKET,Непонятно,OBSCURE,712
3270,5426,TICKET,Затрудняюсь,HARD,712
3271,5427,TICKET,Отложено,WAITING,712
3272,5385,TICKET,Ответил,SOLVED,712
3273,5381,TICKET,Затрудняюсь,HARD,712
3274,5376,TICKET,Затрудняюсь,HARD,712
3275,5375,TICKET,Ответил,SOLVED,712
3276,5373,TICKET,Ответил,SOLVED,712
3277,5429,TICKET,Затрудняюсь было,HARD,712
3278,5372,TICKET,Затрудняюсь,HARD,712
3279,5371,TICKET,Затрудняюсь,HARD,712
3280,5368,TICKET,Отложено arat gym,WAITING,712
3281,5430,TICKET,Ответил,SOLVED,712
3282,5367,TICKET,Ответил,SOLVED,712
3283,5366,TICKET,Ответил,SOLVED,712
3284,5365,TICKET,Ответил,SOLVED,712
3285,5362,TICKET,Отложено,WAITING,712
3286,5335,TICKET,Затрудняюсь,HARD,712
3287,5333,TICKET,Затрудняюсь вормикс,HARD,712
3288,5331,TICKET,Непонятно,OBSCURE,712
3289,5330,TICKET,Затрудняюсь,HARD,712
3290,5329,TICKET,Отложено,WAITING,712
3291,5328,TICKET,Затрудняюсь,HARD,712
3292,5327,TICKET,Затрудняюсь,HARD,712
3293,5326,TICKET,Затрудняюсь,HARD,712
3294,5325,TICKET,Непонятно,OBSCURE,712
3295,5323,TICKET,Затрудняюсь,HARD,712
3296,5322,TICKET,Затрудняюсь,HARD,712
3297,5321,TICKET,Затрудняюсь,HARD,712
3298,5320,TICKET,Затрудняюсь,HARD,712
3299,5319,TICKET,Затрудняюсь,HARD,712
3300,5318,TICKET,Затрудняюсь,HARD,712
3301,5316,TICKET,Затрудняюсь,HARD,712
3302,5315,TICKET,Затрудняюсь,HARD,712
3303,5357,TICKET,Затрудняюсь было ппш,HARD,712
3304,5353,TICKET,Затрудняюсь,HARD,712
3305,5348,TICKET,Затрудняюсь было ппш,HARD,712
3306,5341,TICKET,Затрудняюсь na na na,HARD,712
3307,5337,TICKET,Затрудняюсь,HARD,712
3308,5433,TICKET,Ответил,SOLVED,43
3309,5420,TICKET,Ответил,SOLVED,43
3310,5412,TICKET,Ответил,SOLVED,43
3311,5432,TICKET,Ответил,SOLVED,43
3312,5434,TICKET,Ответил,SOLVED,43
3313,5439,TICKET,Ответил,SOLVED,43
3314,5440,TICKET,Ответил,SOLVED,43
3315,5443,TICKET,Ответил,SOLVED,43
3316,5444,TICKET,Отложено,WAITING,43
3317,5449,TICKET,Ответил,SOLVED,43
3318,5453,TICKET,Ответил,SOLVED,43
3319,5473,TICKET,Ответил,SOLVED,43
3320,5477,TICKET,Ответил,SOLVED,43
3321,5487,TICKET,Ответил,SOLVED,43
3322,5559,TICKET,Ответил,SOLVED,712
3323,5560,TICKET,Ответил,SOLVED,712
3324,5561,TICKET,Затрудняюсь,HARD,712
3325,5564,TICKET,Затрудняюсь,HARD,712
3326,5563,TICKET,Затрудняюсь,HARD,712
3327,5565,TICKET,Непонятно,OBSCURE,712
3328,5566,TICKET,Затрудняюсь,HARD,712
3329,5567,TICKET,Ответил,SOLVED,712
3330,5568,TICKET,Затрудняюсь,HARD,712
3331,5570,TICKET,Ответил,SOLVED,712
3332,5571,TICKET,Ответил,SOLVED,712
3333,5572,TICKET,Ответил,SOLVED,712
3334,5575,TICKET,Ответил,SOLVED,712
3335,5577,TICKET,Отложено,WAITING,712
3336,5578,TICKET,Затрудняюсь,HARD,712
3337,5579,TICKET,Ответил,SOLVED,712
3338,5580,TICKET,Затрудняюсь,HARD,712
3339,5581,TICKET,Ответил,SOLVED,712
3340,5582,TICKET,Ответил,SOLVED,712
3341,5583,TICKET,Затрудняюсь,HARD,712
3342,5584,TICKET,Ответил,SOLVED,712
3343,5585,TICKET,Непонятно,OBSCURE,712
3344,5586,TICKET,Затрудняюсь,HARD,712
3345,5587,TICKET,Затрудняюсь,HARD,712
3346,5588,TICKET,Отложено,WAITING,712
3347,5558,TICKET,Затрудняюсь,HARD,712
3348,5557,TICKET,Затрудняюсь,HARD,712
3349,5555,TICKET,Отложено,WAITING,712
3350,5553,TICKET,Затрудняюсь,HARD,712
3351,5552,TICKET,Ответил,SOLVED,712
3352,5551,TICKET,Затрудняюсь,HARD,712
3353,5549,TICKET,Затрудняюсь,HARD,712
3354,5548,TICKET,Затрудняюсь,HARD,712
3355,5547,TICKET,Затрудняюсь,HARD,712
3356,5546,TICKET,Затрудняюсь,HARD,712
3357,5545,TICKET,Затрудняюсь,HARD,712
3358,5544,TICKET,Непонятно,OBSCURE,712
3359,5542,TICKET,Затрудняюсь,HARD,712
3360,5541,TICKET,Затрудняюсь,HARD,712
3361,5540,TICKET,Затрудняюсь,HARD,712
3362,5593,TICKET,Затрудняюсь,HARD,712
3363,5591,TICKET,Затрудняюсь,HARD,712
3364,5590,TICKET,Затрудняюсь,HARD,712
3365,5539,TICKET,Затрудняюсь,HARD,712
3366,5536,TICKET,Затрудняюсь,HARD,712
3367,5594,TICKET,Ответил,SOLVED,43
3368,5659,TICKET,Отложено,WAITING,712
3369,5658,TICKET,Затрудняюсь,HARD,712
3370,5661,TICKET,Ответил,SOLVED,712
3371,5662,TICKET,Затрудняюсь,HARD,712
3372,5660,TICKET,Отложено,WAITING,712
3373,5683,TICKET,Отложено,WAITING,712
3374,5682,TICKET,Затрудняюсь,HARD,712
3375,5686,TICKET,Ответил,SOLVED,712
3376,5684,TICKET,Затрудняюсь,HARD,712
3377,5687,TICKET,Затрудняюсь,HARD,712
3378,5681,TICKET,Отложено,WAITING,712
3379,5680,TICKET,Отложено,WAITING,712
3380,5677,TICKET,Отложено,WAITING,712
3381,5675,TICKET,Затрудняюсь,HARD,712
3382,5674,TICKET,Ответил,SOLVED,712
3383,5672,TICKET,Затрудняюсь,HARD,712
3384,5671,TICKET,Затрудняюсь,HARD,712
3385,5690,TICKET,Затрудняюсь,HARD,712
3386,5689,TICKET,Ответил,SOLVED,712
3387,5688,TICKET,Затрудняюсь,HARD,712
3388,5808,TICKET,Отложено,WAITING,712
3389,5807,TICKET,Непонятно,OBSCURE,712
3390,5801,TICKET,Затрудняюсь,HARD,712
3391,5792,TICKET,Затрудняюсь,HARD,712
3392,5790,TICKET,Затрудняюсь,HARD,712
3393,5788,TICKET,Затрудняюсь,HARD,712
3394,5787,TICKET,Затрудняюсь,HARD,712
3395,5785,TICKET,Затрудняюсь,HARD,712
3396,5784,TICKET,Затрудняюсь,HARD,712
3397,5809,TICKET,Затрудняюсь,HARD,712
3398,5650,TICKET,Ответил,SOLVED,43
3399,5648,TICKET,Ответил,SOLVED,43
3400,5647,TICKET,Ответил,SOLVED,43
3401,5818,TICKET,Затрудняюсь сологуб,HARD,712
3402,5817,TICKET,Непонятно,OBSCURE,712
3403,5816,TICKET,Непонятно,OBSCURE,712
3404,5815,TICKET,Отложено,WAITING,712
3405,5819,TICKET,Затрудняюсь,HARD,712
3406,5814,TICKET,Ответил,SOLVED,712
3407,5813,TICKET,Отложено,WAITING,712
3408,5863,TICKET,Непонятно,OBSCURE,712
3409,5862,TICKET,Отложено,WAITING,712
3410,5864,TICKET,Ответил,SOLVED,712
3411,5865,TICKET,Затрудняюсь,HARD,712
3412,5866,TICKET,Затрудняюсь,HARD,712
3413,5861,TICKET,Затрудняюсь,HARD,712
3414,5859,TICKET,Непонятно,OBSCURE,712
3415,5858,TICKET,Ответил,SOLVED,712
3416,5857,TICKET,Затрудняюсь,HARD,712
3417,5856,TICKET,Непонятно,OBSCURE,712
3418,5855,TICKET,Затрудняюсь,HARD,712
3419,5854,TICKET,Затрудняюсь,HARD,712
3420,5847,TICKET,Затрудняюсь,HARD,712
3421,5848,TICKET,Непонятно,OBSCURE,712
3422,5846,TICKET,Затрудняюсь,HARD,712
3423,5845,TICKET,Отложено,WAITING,712
3424,5872,TICKET,Ответил,SOLVED,712
3425,5871,TICKET,Отложено,WAITING,712
3426,5870,TICKET,Затрудняюсь,HARD,712
3427,5900,TICKET,Ответил,SOLVED,712
3428,5912,TICKET,Затрудняюсь,HARD,712
3429,5911,TICKET,Затрудняюсь,HARD,712
3430,5910,TICKET,Отложено,WAITING,712
3431,5909,TICKET,Отложено,WAITING,712
3432,5908,TICKET,Отложено,WAITING,712
3433,5907,TICKET,Ответил,SOLVED,712
3434,5906,TICKET,Ответил,SOLVED,712
3435,5905,TICKET,Непонятно,OBSCURE,712
3436,5904,TICKET,Отложено,WAITING,712
3437,5903,TICKET,Затрудняюсь,HARD,712
3438,5902,TICKET,Ответил,SOLVED,712
3439,5901,TICKET,Отложено,WAITING,712
3440,5899,TICKET,Затрудняюсь,HARD,712
3441,5898,TICKET,Затрудняюсь,HARD,712
3442,5897,TICKET,Ответил,SOLVED,712
3443,5896,TICKET,Непонятно,OBSCURE,712
3444,5895,TICKET,Ответил,SOLVED,712
3445,5892,TICKET,Ответил,SOLVED,712
3446,5891,TICKET,Ответил,SOLVED,712
3447,5890,TICKET,Ответил,SOLVED,712
3448,5889,TICKET,Затрудняюсь,HARD,712
3449,5888,TICKET,Затрудняюсь,HARD,712
3450,5886,TICKET,Ответил,SOLVED,712
3451,5885,TICKET,Ответил,SOLVED,712
3452,5883,TICKET,Затрудняюсь,HARD,712
3453,5882,TICKET,Затрудняюсь,HARD,712
3454,5914,TICKET,Ответил,SOLVED,712
3455,5915,TICKET,Ответил,SOLVED,712
3456,5957,TICKET,Затрудняюсь,HARD,712
3457,5956,TICKET,Ответил,SOLVED,712
3458,5960,TICKET,Затрудняюсь,HARD,712
3459,5959,TICKET,Затрудняюсь,HARD,712
3460,5953,TICKET,Отложено,WAITING,712
3461,5962,TICKET,Затрудняюсь,HARD,712
3462,5961,TICKET,Отложено,WAITING,712
3463,5952,TICKET,Ответил,SOLVED,712
3464,5944,TICKET,Затрудняюсь,HARD,712
3465,5939,TICKET,Непонятно,OBSCURE,712
3466,5948,TICKET,Затрудняюсь,HARD,712
3467,5967,TICKET,Затрудняюсь,HARD,712
3468,5968,TICKET,Затрудняюсь,HARD,712
3469,5977,TICKET,Затрудняюсь,HARD,712
3470,5976,TICKET,Затрудняюсь,HARD,712
3471,5975,TICKET,Затрудняюсь,HARD,712
3472,5974,TICKET,Затрудняюсь,HARD,712
3473,5973,TICKET,Затрудняюсь,HARD,712
3474,5972,TICKET,Ответил,SOLVED,712
3475,5971,TICKET,Затрудняюсь,HARD,712
3476,5970,TICKET,Непонятно,OBSCURE,712
3477,5978,TICKET,Затрудняюсь,HARD,712
3478,5979,TICKET,Отложено,WAITING,712
3479,5980,TICKET,Затрудняюсь,HARD,712
3480,5987,TICKET,Ответил,SOLVED,712
3481,5988,TICKET,Непонятно,OBSCURE,712
3482,5990,TICKET,Ответил,SOLVED,712
3483,6004,TICKET,Отложено,WAITING,712
3484,6003,TICKET,Ответил,SOLVED,712
3485,6005,TICKET,Затрудняюсь,HARD,712
3486,6006,TICKET,Ответил,SOLVED,712
3487,6008,TICKET,Ответил,SOLVED,712
3488,6009,TICKET,Затрудняюсь,HARD,712
3489,6011,TICKET,Отложено,WAITING,712
3490,6012,TICKET,Затрудняюсь было,HARD,712
3491,6060,TICKET,Отложено,WAITING,712
3492,6064,TICKET,Затрудняюсь,HARD,712
3493,6065,TICKET,Затрудняюсь,HARD,712
3494,6066,TICKET,Затрудняюсь,HARD,712
3495,6062,TICKET,Затрудняюсь gdm,HARD,712
3496,6061,TICKET,Затрудняюсь,HARD,712
3497,6059,TICKET,Ответил,SOLVED,712
3498,6057,TICKET,Затрудняюсь,HARD,712
3499,6055,TICKET,Затрудняюсь,HARD,712
3500,6054,TICKET,Затрудняюсь,HARD,712
3501,6052,TICKET,Затрудняюсь,HARD,712
3502,6050,TICKET,Отложено,WAITING,712
3503,6045,TICKET,Затрудняюсь,HARD,712
3504,6068,TICKET,Непонятно,OBSCURE,712
3505,6067,TICKET,Отложено,WAITING,712
3506,6042,TICKET,Затрудняюсь,HARD,712
3507,6072,TICKET,Затрудняюсь,HARD,712
3508,6101,TICKET,Отложено,WAITING,712
3509,6100,TICKET,Отложено,WAITING,712
3510,6098,TICKET,Ответил,SOLVED,712
3511,6097,TICKET,Ответил,SOLVED,712
3512,6096,TICKET,Затрудняюсь,HARD,712
3513,6095,TICKET,Отложено,WAITING,712
3514,6115,TICKET,Непонятно,OBSCURE,712
3515,6114,TICKET,Затрудняюсь,HARD,712
3516,6113,TICKET,Ответил,SOLVED,712
3517,6112,TICKET,Затрудняюсь,HARD,712
3518,6073,TICKET,Затрудняюсь,HARD,712
3519,6074,TICKET,Отложено,WAITING,712
3520,6077,TICKET,Затрудняюсь,HARD,712
3521,6078,TICKET,Затрудняюсь,HARD,712
3522,6080,TICKET,Затрудняюсь,HARD,712
3523,6081,TICKET,Затрудняюсь,HARD,712
3524,6082,TICKET,Ответил,SOLVED,712
3525,6083,TICKET,Затрудняюсь,HARD,712
3526,6084,TICKET,Ответил,SOLVED,712
3527,6086,TICKET,Отложено,WAITING,712
3528,6088,TICKET,Отложено,WAITING,712
3529,6089,TICKET,Затрудняюсь,HARD,712
3530,6117,TICKET,Отложено,WAITING,712
3531,6118,TICKET,Ответил,SOLVED,712
3532,6143,TICKET,Затрудняюсь,HARD,712
3533,6144,TICKET,Затрудняюсь,HARD,712
3534,6142,TICKET,Ответил,SOLVED,712
3535,6141,TICKET,Ответил,SOLVED,712
3536,6145,TICKET,Ответил,SOLVED,712
3537,6139,TICKET,Непонятно,OBSCURE,712
3538,6138,TICKET,Отложено,WAITING,712
3539,6137,TICKET,Ответил,SOLVED,712
3540,6136,TICKET,Ответил,SOLVED,712
3541,6135,TICKET,Ответил,SOLVED,712
3542,6134,TICKET,Затрудняюсь,HARD,712
3543,6133,TICKET,Затрудняюсь gdm,HARD,712
3544,6132,TICKET,Затрудняюсь,HARD,712
3545,6131,TICKET,Затрудняюсь,HARD,712
3546,6148,TICKET,Отложено,WAITING,712
3547,6149,TICKET,Ответил,SOLVED,712
3548,6147,TICKET,Отложено,WAITING,712
3549,6129,TICKET,Ответил,SOLVED,712
3550,6128,TICKET,Затрудняюсь,HARD,712
3551,6126,TICKET,Затрудняюсь,HARD,712
3552,6125,TICKET,Ответил,SOLVED,712
3553,6123,TICKET,Ответил,SOLVED,712
3554,6122,TICKET,Отложено,WAITING,712
3555,6121,TICKET,Отложено,WAITING,712
3556,6124,TICKET,Затрудняюсь,HARD,712
3557,6119,TICKET,Ответил,SOLVED,712
3558,6116,TICKET,Ответил,SOLVED,712
3559,6151,TICKET,Затрудняюсь gdm,HARD,712
3560,6152,TICKET,Затрудняюсь,HARD,712
3561,6153,TICKET,Ответил,SOLVED,712
3562,6156,TICKET,Затрудняюсь,HARD,712
3563,6219,TICKET,Ответил,SOLVED,712
3564,6218,TICKET,Непонятно,OBSCURE,712
3565,6217,TICKET,Ответил,SOLVED,712
3566,6221,TICKET,Ответил примерно,SOLVED,712
3567,6216,TICKET,Ответил,SOLVED,712
3568,6215,TICKET,Ответил,SOLVED,712
3569,6214,TICKET,Отложено обзор матча,WAITING,712
3570,6190,TICKET,Затрудняюсь,HARD,712
3571,6188,TICKET,Отложено,WAITING,712
3572,6222,TICKET,Ответил,SOLVED,712
3573,6223,TICKET,Затрудняюсь,HARD,712
3574,6209,TICKET,Ответил,SOLVED,712
3575,6206,TICKET,Ответил,SOLVED,712
3576,6225,TICKET,Отложено Epic Volleyball,WAITING,712
3577,6226,TICKET,Ответил,SOLVED,712
3578,6236,TICKET,Затрудняюсь,HARD,712
3579,6235,TICKET,Отложено кухня,,
,712,,,,
3580,6233,TICKET,Затрудняюсь,HARD,712
3581,6232,TICKET,Затрудняюсь,HARD,712
3582,6228,TICKET,Отложено детскую еду,WAITING,712
3583,6229,TICKET,Затрудняюсь было,HARD,712
3584,6231,TICKET,Отложено ренмоторс,WAITING,712
3585,6201,TICKET,Затрудняюсь,HARD,712
3586,6199,TICKET,Затрудняюсь,HARD,712
3587,6237,TICKET,Отложено Raw is War- Sing a long,,
,712,,,,
3588,6238,TICKET,Затрудняюсь было Новая BMW i8. Камеди Клаб. Шоу Немова. ,HARD,712
3589,6242,TICKET,Непонятно,OBSCURE,712
3590,6241,TICKET,Затрудняюсь,HARD,712
3591,6243,TICKET,Затрудняюсь,HARD,712
3592,6244,TICKET,Отложено,WAITING,712
3593,6253,TICKET,Отложено,WAITING,712
3594,6256,TICKET,Затрудняюсь,HARD,712
3595,6257,TICKET,Затрудняюсь было,HARD,712
3596,6251,TICKET,Затрудняюсь Рио,HARD,712
3597,6250,TICKET,Затрудняюсь,HARD,712
3598,6246,TICKET,Ответил,SOLVED,43
3599,6244,TICKET,Ответил,SOLVED,43
3600,6241,TICKET,Ответил,SOLVED,43
3601,6276,TICKET,Отложено,WAITING,712
3602,6275,TICKET,Отложено,WAITING,712
3603,6274,TICKET,Ответил,SOLVED,712
3604,6273,TICKET,Непонятно,OBSCURE,712
3605,6272,TICKET,Ответил,SOLVED,712
3606,6271,TICKET,Отложено underwater adventure,,
,712,,,,
3607,6269,TICKET,Ответил,SOLVED,712
3608,6268,TICKET,Отложено паук,WAITING,712
3609,6267,TICKET,Затрудняюсь,HARD,712
3610,6266,TICKET,Затрудняюсь,HARD,712
3611,6262,TICKET,Затрудняюсь,HARD,712
3612,6261,TICKET,Отложено,WAITING,712
3613,6260,TICKET,Затрудняюсь,HARD,712
3614,6277,TICKET,Отложено,WAITING,712
3615,6278,TICKET,Ответил,SOLVED,712
3616,6279,TICKET,Ответил,SOLVED,712
3617,6280,TICKET,Затрудняюсь было,HARD,712
3618,6281,TICKET,Затрудняюсь,HARD,712
3619,6282,TICKET,Затрудняюсь,HARD,712
3620,6288,TICKET,Затрудняюсь,HARD,712
3621,6287,TICKET,Затрудняюсь,HARD,712
3622,6285,TICKET,Отложено,WAITING,712
3623,6289,TICKET,Ответил,SOLVED,712
3624,6290,TICKET,Затрудняюсь,HARD,712
3625,6302,TICKET,Затрудняюсь,HARD,712
3626,6304,TICKET,Затрудняюсь,HARD,712
3627,6303,TICKET,Затрудняюсь,HARD,712
3628,6301,TICKET,Затрудняюсь,HARD,712
3629,6297,TICKET,Отложено,WAITING,712
3630,6296,TICKET,Затрудняюсь,HARD,712
3631,6293,TICKET,Ответил,SOLVED,712
3632,6292,TICKET,Отложено,WAITING,712
3633,6305,TICKET,Ответил,SOLVED,712
3634,6306,TICKET,Ответил,SOLVED,712
3635,6291,TICKET,Отложено,WAITING,712
3636,6310,TICKET,Ответил,SOLVED,712
3637,6309,TICKET,Затрудняюсь,HARD,712
3638,6315,TICKET,Затрудняюсь,HARD,712
3639,6314,TICKET,Затрудняюсь,HARD,712
3640,6313,TICKET,Отложено,WAITING,712
3641,6311,TICKET,Затрудняюсь,HARD,712
3642,6316,TICKET,Затрудняюсь,HARD,712
3643,6317,TICKET,Затрудняюсь,HARD,712
3644,6318,TICKET,Ответил,SOLVED,43
3645,6319,TICKET,Ответил,SOLVED,43
3646,6325,TICKET,Ответил,SOLVED,43
3647,6327,TICKET,Ответил,SOLVED,43
3648,6329,TICKET,Ответил,SOLVED,43
3649,6330,TICKET,Ответил,SOLVED,43
3650,6331,TICKET,Ответил,SOLVED,43
3651,6334,TICKET,Ответил,SOLVED,43
3652,6338,TICKET,Ответил,SOLVED,43
3653,6358,TICKET,Ответил,SOLVED,43
3654,6381,TICKET,Ответил,SOLVED,43
3655,6378,TICKET,Ответил,SOLVED,43
3656,6405,TICKET,Затрудняюсь,HARD,712
3657,6404,TICKET,Затрудняюсь,HARD,712
3658,6403,TICKET,Отложено Сериал Десантный Батя,WAITING,712
3659,6406,TICKET,Ответил,SOLVED,712
3660,6402,TICKET,Отложено,WAITING,712
3661,6401,TICKET,Ответил,SOLVED,712
3662,6400,TICKET,Затрудняюсь,HARD,712
3663,6399,TICKET,Ответил,SOLVED,712
3664,6398,TICKET,Ответил,SOLVED,712
3665,6397,TICKET,Отложено,WAITING,712
3666,6396,TICKET,Ответил,SOLVED,712
3667,6391,TICKET,Отложено,WAITING,712
3668,6408,TICKET,Затрудняюсь,HARD,712
3669,6389,TICKET,ОтложеноРазоблачение Афони ,WAITING,712
